Week Ending Date,State,Observed Number,Upper Bound Threshold,Exceeds Threshold,Average Expected Count,Excess Lower Estimate,Excess Higher Estimate,Year,Total Excess Lower Estimate in 2020,Total Excess Higher Estimate in 2020,Percent Excess Lower Estimate,Percent Excess Higher Estimate,Type,Outcome,Suppress,Note
6/13/20,Wyoming,97,108,FALSE,89,0,8,2020,13,191,0,0.1,Predicted (weighted),All causes,,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction."
6/20/20,Wyoming,95,109,FALSE,90,0,5,2020,13,191,0,0.1,Predicted (weighted),All causes,,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction."
6/27/20,Wyoming,91,111,FALSE,92,0,0,2020,13,191,0,0,Predicted (weighted),All causes,,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction."
7/4/20,Wyoming,104,112,FALSE,92,0,12,2020,13,191,0,0.1,Predicted (weighted),All causes,,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction."
7/11/20,Wyoming,101,111,FALSE,92,0,9,2020,13,191,0,0.1,Predicted (weighted),All causes,,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction."
7/18/20,Wyoming,102,110,FALSE,91,0,11,2020,13,191,0,0.1,Predicted (weighted),All causes,,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction."
7/25/20,Wyoming,98,110,FALSE,90,0,8,2020,13,191,0,0.1,Predicted (weighted),All causes,,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction."
8/1/20,Wyoming,88,109,FALSE,90,0,0,2020,13,191,0,0,Predicted (weighted),All causes,,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction."
8/8/20,Wyoming,108,110,FALSE,90,0,18,2020,13,191,0,0.2,Predicted (weighted),All causes,,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction."
8/15/20,Wyoming,90,109,FALSE,90,0,0,2020,13,191,0,0,Predicted (weighted),All causes,,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction. Weighted numbers of deaths are 20% or more higher than the control counts. Data may be less complete than in previous years, or weights may be too high in states where timeliness of provisional data has improved."
1/14/17,Alabama,1130,1199,FALSE,1042,0,88,2017,272,1347,0,0.1,Predicted (weighted),"All causes, excluding COVID-19",,
1/21/17,Alabama,1048,1214,FALSE,1057,0,0,2017,272,1347,0,0,Predicted (weighted),"All causes, excluding COVID-19",,
1/28/17,Alabama,1026,1233,FALSE,1076,0,0,2017,272,1347,0,0,Predicted (weighted),"All causes, excluding COVID-19",,
2/4/17,Alabama,1036,1231,FALSE,1074,0,0,2017,272,1347,0,0,Predicted (weighted),"All causes, excluding COVID-19",,
2/11/17,Alabama,1058,1224,FALSE,1071,0,0,2017,272,1347,0,0,Predicted (weighted),"All causes, excluding COVID-19",,
2/18/17,Alabama,1060,1230,FALSE,1074,0,0,2017,272,1347,0,0,Predicted (weighted),"All causes, excluding COVID-19",,
2/25/17,Alabama,1099,1225,FALSE,1070,0,29,2017,272,1347,0,0,Predicted (weighted),"All causes, excluding COVID-19",,
3/4/17,Alabama,1081,1216,FALSE,1060,0,21,2017,272,1347,0,0,Predicted (weighted),"All causes, excluding COVID-19",,
3/11/17,Alabama,1011,1210,FALSE,1055,0,0,2017,272,1347,0,0,Predicted (weighted),"All causes, excluding COVID-19",,
3/18/17,Alabama,1067,1184,FALSE,1033,0,34,2017,272,1347,0,0,Predicted (weighted),"All causes, excluding COVID-19",,
3/25/17,Alabama,1068,1184,FALSE,1031,0,37,2017,272,1347,0,0,Predicted (weighted),"All causes, excluding COVID-19",,
4/1/17,Alabama,991,1168,FALSE,1014,0,0,2017,272,1347,0,0,Predicted (weighted),"All causes, excluding COVID-19",,
4/8/17,Alabama,1037,1164,FALSE,1009,0,28,2017,272,1347,0,0,Predicted (weighted),"All causes, excluding COVID-19",,
4/15/17,Alabama,1017,1154,FALSE,1003,0,14,2017,272,1347,0,0,Predicted (weighted),"All causes, excluding COVID-19",,
4/22/17,Alabama,966,1150,FALSE,1001,0,0,2017,272,1347,0,0,Predicted (weighted),"All causes, excluding COVID-19",,
4/29/17,Alabama,996,1137,FALSE,988,0,8,2017,272,1347,0,0,Predicted (weighted),"All causes, excluding COVID-19",,
5/6/17,Alabama,907,1133,FALSE,985,0,0,2017,272,1347,0,0,Predicted (weighted),"All causes, excluding COVID-19",,
5/13/17,Alabama,1064,1114,FALSE,966,0,98,2017,272,1347,0,0.1,Predicted (weighted),"All causes, excluding COVID-19",,
5/20/17,Alabama,998,1102,FALSE,954,0,44,2017,272,1347,0,0,Predicted (weighted),"All causes, excluding COVID-19",,
5/27/17,Alabama,988,1098,FALSE,954,0,34,2017,272,1347,0,0,Predicted (weighted),"All causes, excluding COVID-19",,
6/3/17,Alabama,925,1092,FALSE,945,0,0,2017,272,1347,0,0,Predicted (weighted),"All causes, excluding COVID-19",,
6/10/17,Alabama,984,1088,FALSE,942,0,42,2017,272,1347,0,0,Predicted (weighted),"All causes, excluding COVID-19",,
6/17/17,Alabama,918,1082,FALSE,937,0,0,2017,272,1347,0,0,Predicted (weighted),"All causes, excluding COVID-19",,
6/24/17,Alabama,961,1077,FALSE,931,0,30,2017,272,1347,0,0,Predicted (weighted),"All causes, excluding COVID-19",,
7/1/17,Alabama,925,1061,FALSE,920,0,5,2017,272,1347,0,0,Predicted (weighted),"All causes, excluding COVID-19",,
7/8/17,Alabama,954,1064,FALSE,920,0,34,2017,272,1347,0,0,Predicted (weighted),"All causes, excluding COVID-19",,
7/15/17,Alabama,968,1064,FALSE,919,0,49,2017,272,1347,0,0.1,Predicted (weighted),"All causes, excluding COVID-19",,
7/22/17,Alabama,964,1078,FALSE,932,0,32,2017,272,1347,0,0,Predicted (weighted),"All causes, excluding COVID-19",,
7/29/17,Alabama,888,1089,FALSE,942,0,0,2017,272,1347,0,0,Predicted (weighted),"All causes, excluding COVID-19",,
8/5/17,Alabama,949,1093,FALSE,948,0,1,2017,272,1347,0,0,Predicted (weighted),"All causes, excluding COVID-19",,
8/12/17,Alabama,936,1097,FALSE,950,0,0,2017,272,1347,0,0,Predicted (weighted),"All causes, excluding COVID-19",,
8/19/17,Alabama,933,1085,FALSE,938,0,0,2017,272,1347,0,0,Predicted (weighted),"All causes, excluding COVID-19",,
8/26/17,Alabama,917,1074,FALSE,929,0,0,2017,272,1347,0,0,Predicted (weighted),"All causes, excluding COVID-19",,
9/2/17,Alabama,953,1064,FALSE,920,0,33,2017,272,1347,0,0,Predicted (weighted),"All causes, excluding COVID-19",,
9/9/17,Alabama,960,1063,FALSE,923,0,37,2017,272,1347,0,0,Predicted (weighted),"All causes, excluding COVID-19",,
9/16/17,Alabama,968,1076,FALSE,931,0,37,2017,272,1347,0,0,Predicted (weighted),"All causes, excluding COVID-19",,
9/23/17,Alabama,995,1095,FALSE,949,0,46,2017,272,1347,0,0,Predicted (weighted),"All causes, excluding COVID-19",,
9/30/17,Alabama,1019,1108,FALSE,961,0,58,2017,272,1347,0,0.1,Predicted (weighted),"All causes, excluding COVID-19",,
10/7/17,Alabama,948,1114,FALSE,969,0,0,2017,272,1347,0,0,Predicted (weighted),"All causes, excluding COVID-19",,
10/14/17,Alabama,986,1126,FALSE,980,0,6,2017,272,1347,0,0,Predicted (weighted),"All causes, excluding COVID-19",,
10/21/17,Alabama,966,1125,FALSE,979,0,0,2017,272,1347,0,0,Predicted (weighted),"All causes, excluding COVID-19",,
10/28/17,Alabama,941,1134,FALSE,986,0,0,2017,272,1347,0,0,Predicted (weighted),"All causes, excluding COVID-19",,
11/4/17,Alabama,994,1142,FALSE,994,0,0,2017,272,1347,0,0,Predicted (weighted),"All causes, excluding COVID-19",,
11/11/17,Alabama,994,1157,FALSE,1012,0,0,2017,272,1347,0,0,Predicted (weighted),"All causes, excluding COVID-19",,
11/18/17,Alabama,982,1175,FALSE,1027,0,0,2017,272,1347,0,0,Predicted (weighted),"All causes, excluding COVID-19",,
11/25/17,Alabama,1004,1193,FALSE,1044,0,0,2017,272,1347,0,0,Predicted (weighted),"All causes, excluding COVID-19",,
12/2/17,Alabama,1067,1200,FALSE,1049,0,18,2017,272,1347,0,0,Predicted (weighted),"All causes, excluding COVID-19",,
12/9/17,Alabama,1074,1220,FALSE,1069,0,5,2017,272,1347,0,0,Predicted (weighted),"All causes, excluding COVID-19",,
12/16/17,Alabama,1120,1235,FALSE,1082,0,38,2017,272,1347,0,0,Predicted (weighted),"All causes, excluding COVID-19",,
12/23/17,Alabama,1098,1241,FALSE,1090,0,8,2017,272,1347,0,0,Predicted (weighted),"All causes, excluding COVID-19",,
12/30/17,Alabama,1080,1258,FALSE,1105,0,0,2017,272,1347,0,0,Predicted (weighted),"All causes, excluding COVID-19",,
1/6/18,Alabama,1248,1283,FALSE,1130,0,118,2018,272,1347,0,0.1,Predicted (weighted),"All causes, excluding COVID-19",,
1/13/18,Alabama,1301,1289,TRUE,1133,12,168,2018,272,1347,0,0.1,Predicted (weighted),"All causes, excluding COVID-19",,
1/20/18,Alabama,1275,1301,FALSE,1145,0,130,2018,272,1347,0,0.1,Predicted (weighted),"All causes, excluding COVID-19",,
1/27/18,Alabama,1286,1306,FALSE,1156,0,130,2018,272,1347,0,0.1,Predicted (weighted),"All causes, excluding COVID-19",,
2/3/18,Alabama,1147,1302,FALSE,1151,0,0,2018,272,1347,0,0,Predicted (weighted),"All causes, excluding COVID-19",,
2/10/18,Alabama,1181,1293,FALSE,1144,0,37,2018,272,1347,0,0,Predicted (weighted),"All causes, excluding COVID-19",,
2/17/18,Alabama,1096,1296,FALSE,1147,0,0,2018,272,1347,0,0,Predicted (weighted),"All causes, excluding COVID-19",,
2/24/18,Alabama,1099,1295,FALSE,1144,0,0,2018,272,1347,0,0,Predicted (weighted),"All causes, excluding COVID-19",,
3/3/18,Alabama,985,1278,FALSE,1130,0,0,2018,272,1347,0,0,Predicted (weighted),"All causes, excluding COVID-19",,
3/10/18,Alabama,1059,1268,FALSE,1119,0,0,2018,272,1347,0,0,Predicted (weighted),"All causes, excluding COVID-19",,
3/17/18,Alabama,1086,1251,FALSE,1105,0,0,2018,272,1347,0,0,Predicted (weighted),"All causes, excluding COVID-19",,
3/24/18,Alabama,993,1239,FALSE,1094,0,0,2018,272,1347,0,0,Predicted (weighted),"All causes, excluding COVID-19",,
3/31/18,Alabama,995,1230,FALSE,1084,0,0,2018,272,1347,0,0,Predicted (weighted),"All causes, excluding COVID-19",,
4/7/18,Alabama,1012,1216,FALSE,1069,0,0,2018,272,1347,0,0,Predicted (weighted),"All causes, excluding COVID-19",,
4/14/18,Alabama,1026,1208,FALSE,1063,0,0,2018,272,1347,0,0,Predicted (weighted),"All causes, excluding COVID-19",,
4/21/18,Alabama,1031,1203,FALSE,1059,0,0,2018,272,1347,0,0,Predicted (weighted),"All causes, excluding COVID-19",,
4/28/18,Alabama,971,1195,FALSE,1053,0,0,2018,272,1347,0,0,Predicted (weighted),"All causes, excluding COVID-19",,
5/5/18,Alabama,1039,1187,FALSE,1043,0,0,2018,272,1347,0,0,Predicted (weighted),"All causes, excluding COVID-19",,
5/12/18,Alabama,950,1179,FALSE,1035,0,0,2018,272,1347,0,0,Predicted (weighted),"All causes, excluding COVID-19",,
5/19/18,Alabama,1005,1166,FALSE,1025,0,0,2018,272,1347,0,0,Predicted (weighted),"All causes, excluding COVID-19",,
5/26/18,Alabama,977,1156,FALSE,1016,0,0,2018,272,1347,0,0,Predicted (weighted),"All causes, excluding COVID-19",,
6/2/18,Alabama,973,1137,FALSE,1002,0,0,2018,272,1347,0,0,Predicted (weighted),"All causes, excluding COVID-19",,
6/9/18,Alabama,1011,1131,FALSE,991,0,20,2018,272,1347,0,0,Predicted (weighted),"All causes, excluding COVID-19",,
6/16/18,Alabama,940,1122,FALSE,982,0,0,2018,272,1347,0,0,Predicted (weighted),"All causes, excluding COVID-19",,
6/23/18,Alabama,974,1115,FALSE,977,0,0,2018,272,1347,0,0,Predicted (weighted),"All causes, excluding COVID-19",,
6/30/18,Alabama,927,1111,FALSE,975,0,0,2018,272,1347,0,0,Predicted (weighted),"All causes, excluding COVID-19",,
7/7/18,Alabama,972,1113,FALSE,977,0,0,2018,272,1347,0,0,Predicted (weighted),"All causes, excluding COVID-19",,
7/14/18,Alabama,994,1111,FALSE,973,0,21,2018,272,1347,0,0,Predicted (weighted),"All causes, excluding COVID-19",,
7/21/18,Alabama,959,1122,FALSE,984,0,0,2018,272,1347,0,0,Predicted (weighted),"All causes, excluding COVID-19",,
7/28/18,Alabama,930,1132,FALSE,995,0,0,2018,272,1347,0,0,Predicted (weighted),"All causes, excluding COVID-19",,
8/4/18,Alabama,962,1138,FALSE,1002,0,0,2018,272,1347,0,0,Predicted (weighted),"All causes, excluding COVID-19",,
8/11/18,Alabama,969,1126,FALSE,997,0,0,2018,272,1347,0,0,Predicted (weighted),"All causes, excluding COVID-19",,
8/18/18,Alabama,938,1115,FALSE,983,0,0,2018,272,1347,0,0,Predicted (weighted),"All causes, excluding COVID-19",,
8/25/18,Alabama,943,1109,FALSE,975,0,0,2018,272,1347,0,0,Predicted (weighted),"All causes, excluding COVID-19",,
9/1/18,Alabama,936,1108,FALSE,972,0,0,2018,272,1347,0,0,Predicted (weighted),"All causes, excluding COVID-19",,
9/8/18,Alabama,944,1104,FALSE,966,0,0,2018,272,1347,0,0,Predicted (weighted),"All causes, excluding COVID-19",,
9/15/18,Alabama,912,1120,FALSE,983,0,0,2018,272,1347,0,0,Predicted (weighted),"All causes, excluding COVID-19",,
9/22/18,Alabama,998,1117,FALSE,992,0,6,2018,272,1347,0,0,Predicted (weighted),"All causes, excluding COVID-19",,
9/29/18,Alabama,972,1122,FALSE,999,0,0,2018,272,1347,0,0,Predicted (weighted),"All causes, excluding COVID-19",,
10/6/18,Alabama,945,1117,FALSE,993,0,0,2018,272,1347,0,0,Predicted (weighted),"All causes, excluding COVID-19",,
10/13/18,Alabama,943,1111,FALSE,987,0,0,2018,272,1347,0,0,Predicted (weighted),"All causes, excluding COVID-19",,
10/20/18,Alabama,971,1112,FALSE,988,0,0,2018,272,1347,0,0,Predicted (weighted),"All causes, excluding COVID-19",,
10/27/18,Alabama,993,1113,FALSE,989,0,4,2018,272,1347,0,0,Predicted (weighted),"All causes, excluding COVID-19",,
11/3/18,Alabama,927,1101,FALSE,984,0,0,2018,272,1347,0,0,Predicted (weighted),"All causes, excluding COVID-19",,
11/10/18,Alabama,963,1124,FALSE,1004,0,0,2018,272,1347,0,0,Predicted (weighted),"All causes, excluding COVID-19",,
11/17/18,Alabama,1055,1153,FALSE,1029,0,26,2018,272,1347,0,0,Predicted (weighted),"All causes, excluding COVID-19",,
11/24/18,Alabama,1009,1170,FALSE,1045,0,0,2018,272,1347,0,0,Predicted (weighted),"All causes, excluding COVID-19",,
12/1/18,Alabama,1050,1189,FALSE,1062,0,0,2018,272,1347,0,0,Predicted (weighted),"All causes, excluding COVID-19",,
12/8/18,Alabama,1044,1203,FALSE,1081,0,0,2018,272,1347,0,0,Predicted (weighted),"All causes, excluding COVID-19",,
12/15/18,Alabama,1053,1211,FALSE,1088,0,0,2018,272,1347,0,0,Predicted (weighted),"All causes, excluding COVID-19",,
12/22/18,Alabama,1105,1218,FALSE,1094,0,11,2018,272,1347,0,0,Predicted (weighted),"All causes, excluding COVID-19",,
12/29/18,Alabama,1084,1247,FALSE,1123,0,0,2018,272,1347,0,0,Predicted (weighted),"All causes, excluding COVID-19",,
1/5/19,Alabama,1077,1273,FALSE,1146,0,0,2019,272,1347,0,0,Predicted (weighted),"All causes, excluding COVID-19",,
1/12/19,Alabama,1090,1304,FALSE,1175,0,0,2019,272,1347,0,0,Predicted (weighted),"All causes, excluding COVID-19",,
1/19/19,Alabama,1114,1317,FALSE,1192,0,0,2019,272,1347,0,0,Predicted (weighted),"All causes, excluding COVID-19",,
1/26/19,Alabama,1063,1316,FALSE,1194,0,0,2019,272,1347,0,0,Predicted (weighted),"All causes, excluding COVID-19",,
2/2/19,Alabama,1095,1297,FALSE,1177,0,0,2019,272,1347,0,0,Predicted (weighted),"All causes, excluding COVID-19",,
2/9/19,Alabama,1092,1293,FALSE,1173,0,0,2019,272,1347,0,0,Predicted (weighted),"All causes, excluding COVID-19",,
2/16/19,Alabama,1103,1279,FALSE,1160,0,0,2019,272,1347,0,0,Predicted (weighted),"All causes, excluding COVID-19",,
2/23/19,Alabama,1064,1276,FALSE,1152,0,0,2019,272,1347,0,0,Predicted (weighted),"All causes, excluding COVID-19",,
3/2/19,Alabama,1050,1254,FALSE,1137,0,0,2019,272,1347,0,0,Predicted (weighted),"All causes, excluding COVID-19",,
3/9/19,Alabama,1062,1233,FALSE,1119,0,0,2019,272,1347,0,0,Predicted (weighted),"All causes, excluding COVID-19",,
3/16/19,Alabama,1090,1218,FALSE,1104,0,0,2019,272,1347,0,0,Predicted (weighted),"All causes, excluding COVID-19",,
3/23/19,Alabama,1012,1213,FALSE,1098,0,0,2019,272,1347,0,0,Predicted (weighted),"All causes, excluding COVID-19",,
3/30/19,Alabama,1079,1202,FALSE,1090,0,0,2019,272,1347,0,0,Predicted (weighted),"All causes, excluding COVID-19",,
4/6/19,Alabama,1044,1185,FALSE,1073,0,0,2019,272,1347,0,0,Predicted (weighted),"All causes, excluding COVID-19",,
4/13/19,Alabama,1031,1171,FALSE,1063,0,0,2019,272,1347,0,0,Predicted (weighted),"All causes, excluding COVID-19",,
4/20/19,Alabama,954,1166,FALSE,1059,0,0,2019,272,1347,0,0,Predicted (weighted),"All causes, excluding COVID-19",,
4/27/19,Alabama,1042,1166,FALSE,1055,0,0,2019,272,1347,0,0,Predicted (weighted),"All causes, excluding COVID-19",,
5/4/19,Alabama,1031,1161,FALSE,1050,0,0,2019,272,1347,0,0,Predicted (weighted),"All causes, excluding COVID-19",,
5/11/19,Alabama,1009,1147,FALSE,1038,0,0,2019,272,1347,0,0,Predicted (weighted),"All causes, excluding COVID-19",,
5/18/19,Alabama,996,1128,FALSE,1022,0,0,2019,272,1347,0,0,Predicted (weighted),"All causes, excluding COVID-19",,
5/25/19,Alabama,974,1117,FALSE,1013,0,0,2019,272,1347,0,0,Predicted (weighted),"All causes, excluding COVID-19",,
6/1/19,Alabama,1027,1111,FALSE,1003,0,24,2019,272,1347,0,0,Predicted (weighted),"All causes, excluding COVID-19",,
6/8/19,Alabama,1029,1112,FALSE,1004,0,25,2019,272,1347,0,0,Predicted (weighted),"All causes, excluding COVID-19",,
6/15/19,Alabama,986,1098,FALSE,994,0,0,2019,272,1347,0,0,Predicted (weighted),"All causes, excluding COVID-19",,
6/22/19,Alabama,989,1093,FALSE,992,0,0,2019,272,1347,0,0,Predicted (weighted),"All causes, excluding COVID-19",,
6/29/19,Alabama,940,1095,FALSE,997,0,0,2019,272,1347,0,0,Predicted (weighted),"All causes, excluding COVID-19",,
7/6/19,Alabama,1028,1111,FALSE,1008,0,20,2019,272,1347,0,0,Predicted (weighted),"All causes, excluding COVID-19",,
7/13/19,Alabama,1018,1106,FALSE,1001,0,17,2019,272,1347,0,0,Predicted (weighted),"All causes, excluding COVID-19",,
7/20/19,Alabama,962,1104,FALSE,1002,0,0,2019,272,1347,0,0,Predicted (weighted),"All causes, excluding COVID-19",,
7/27/19,Alabama,980,1100,FALSE,1000,0,0,2019,272,1347,0,0,Predicted (weighted),"All causes, excluding COVID-19",,
8/3/19,Alabama,984,1091,FALSE,995,0,0,2019,272,1347,0,0,Predicted (weighted),"All causes, excluding COVID-19",,
8/10/19,Alabama,998,1091,FALSE,991,0,7,2019,272,1347,0,0,Predicted (weighted),"All causes, excluding COVID-19",,
8/17/19,Alabama,977,1096,FALSE,995,0,0,2019,272,1347,0,0,Predicted (weighted),"All causes, excluding COVID-19",,
8/24/19,Alabama,939,1097,FALSE,995,0,0,2019,272,1347,0,0,Predicted (weighted),"All causes, excluding COVID-19",,
8/31/19,Alabama,975,1095,FALSE,995,0,0,2019,272,1347,0,0,Predicted (weighted),"All causes, excluding COVID-19",,
9/7/19,Alabama,1009,1100,FALSE,1000,0,9,2019,272,1347,0,0,Predicted (weighted),"All causes, excluding COVID-19",,
9/14/19,Alabama,1000,1113,FALSE,1011,0,0,2019,272,1347,0,0,Predicted (weighted),"All causes, excluding COVID-19",,
9/21/19,Alabama,883,1115,FALSE,1012,0,0,2019,272,1347,0,0,Predicted (weighted),"All causes, excluding COVID-19",,
9/28/19,Alabama,987,1115,FALSE,1014,0,0,2019,272,1347,0,0,Predicted (weighted),"All causes, excluding COVID-19",,
10/5/19,Alabama,958,1110,FALSE,1008,0,0,2019,272,1347,0,0,Predicted (weighted),"All causes, excluding COVID-19",,
10/12/19,Alabama,907,1098,FALSE,997,0,0,2019,272,1347,0,0,Predicted (weighted),"All causes, excluding COVID-19",,
10/19/19,Alabama,1009,1092,FALSE,992,0,17,2019,272,1347,0,0,Predicted (weighted),"All causes, excluding COVID-19",,
10/26/19,Alabama,978,1100,FALSE,997,0,0,2019,272,1347,0,0,Predicted (weighted),"All causes, excluding COVID-19",,
11/2/19,Alabama,937,1107,FALSE,1005,0,0,2019,272,1347,0,0,Predicted (weighted),"All causes, excluding COVID-19",,
11/9/19,Alabama,1041,1122,FALSE,1023,0,18,2019,272,1347,0,0,Predicted (weighted),"All causes, excluding COVID-19",,
11/16/19,Alabama,1070,1140,FALSE,1043,0,27,2019,272,1347,0,0,Predicted (weighted),"All causes, excluding COVID-19",,
11/23/19,Alabama,1043,1157,FALSE,1058,0,0,2019,272,1347,0,0,Predicted (weighted),"All causes, excluding COVID-19",,
11/30/19,Alabama,1038,1168,FALSE,1069,0,0,2019,272,1347,0,0,Predicted (weighted),"All causes, excluding COVID-19",,
12/7/19,Alabama,1072,1175,FALSE,1076,0,0,2019,272,1347,0,0,Predicted (weighted),"All causes, excluding COVID-19",,
12/14/19,Alabama,1081,1180,FALSE,1079,0,2,2019,272,1347,0,0,Predicted (weighted),"All causes, excluding COVID-19",,
12/21/19,Alabama,1103,1176,FALSE,1078,0,25,2019,272,1347,0,0,Predicted (weighted),"All causes, excluding COVID-19",,
12/28/19,Alabama,1035,1184,FALSE,1088,0,0,2019,272,1347,0,0,Predicted (weighted),"All causes, excluding COVID-19",,
1/4/20,Alabama,1077,1189,FALSE,1092,0,0,2020,272,1347,0,0,Predicted (weighted),"All causes, excluding COVID-19",,
1/11/20,Alabama,1124,1184,FALSE,1093,0,31,2020,272,1347,0,0,Predicted (weighted),"All causes, excluding COVID-19",,
1/18/20,Alabama,1038,1180,FALSE,1103,0,0,2020,272,1347,0,0,Predicted (weighted),"All causes, excluding COVID-19",,
1/25/20,Alabama,1053,1187,FALSE,1113,0,0,2020,272,1347,0,0,Predicted (weighted),"All causes, excluding COVID-19",,
2/1/20,Alabama,1023,1185,FALSE,1113,0,0,2020,272,1347,0,0,Predicted (weighted),"All causes, excluding COVID-19",,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction."
2/8/20,Alabama,1115,1188,FALSE,1117,0,0,2020,272,1347,0,0,Predicted (weighted),"All causes, excluding COVID-19",,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction."
2/15/20,Alabama,1091,1188,FALSE,1110,0,0,2020,272,1347,0,0,Predicted (weighted),"All causes, excluding COVID-19",,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction."
2/22/20,Alabama,1095,1179,FALSE,1100,0,0,2020,272,1347,0,0,Predicted (weighted),"All causes, excluding COVID-19",,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction."
2/29/20,Alabama,1158,1165,FALSE,1092,0,66,2020,272,1347,0,0.1,Predicted (weighted),"All causes, excluding COVID-19",,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction."
3/7/20,Alabama,1060,1150,FALSE,1080,0,0,2020,272,1347,0,0,Predicted (weighted),"All causes, excluding COVID-19",,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction."
3/14/20,Alabama,1091,1141,FALSE,1072,0,19,2020,272,1347,0,0,Predicted (weighted),"All causes, excluding COVID-19",,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction."
3/21/20,Alabama,1059,1141,FALSE,1067,0,0,2020,272,1347,0,0,Predicted (weighted),"All causes, excluding COVID-19",,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction."
3/28/20,Alabama,1053,1132,FALSE,1058,0,0,2020,272,1347,0,0,Predicted (weighted),"All causes, excluding COVID-19",,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction."
4/4/20,Alabama,1109,1115,FALSE,1044,0,65,2020,272,1347,0,0.1,Predicted (weighted),"All causes, excluding COVID-19",,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction."
4/11/20,Alabama,1056,1108,FALSE,1039,0,17,2020,272,1347,0,0,Predicted (weighted),"All causes, excluding COVID-19",,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction."
4/18/20,Alabama,1054,1099,FALSE,1031,0,23,2020,272,1347,0,0,Predicted (weighted),"All causes, excluding COVID-19",,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction."
4/25/20,Alabama,1055,1097,FALSE,1021,0,34,2020,272,1347,0,0,Predicted (weighted),"All causes, excluding COVID-19",,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction."
5/2/20,Alabama,1067,1089,FALSE,1016,0,51,2020,272,1347,0,0,Predicted (weighted),"All causes, excluding COVID-19",,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction."
5/9/20,Alabama,1052,1082,FALSE,1010,0,42,2020,272,1347,0,0,Predicted (weighted),"All causes, excluding COVID-19",,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction."
5/16/20,Alabama,1052,1079,FALSE,1009,0,43,2020,272,1347,0,0,Predicted (weighted),"All causes, excluding COVID-19",,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction."
5/23/20,Alabama,1072,1072,FALSE,1004,0,68,2020,272,1347,0,0.1,Predicted (weighted),"All causes, excluding COVID-19",,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction."
5/30/20,Alabama,1000,1082,FALSE,1006,0,0,2020,272,1347,0,0,Predicted (weighted),"All causes, excluding COVID-19",,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction."
